,Text,illocution,id_illocution,nodeset_id,CA,RA,CA_premise,RA_premise,CA_conclusion,RA_conclusion,speaker,Words,Num_words,care.virtue,care.vice,fairness.virtue,fairness.vice,loyalty.virtue,loyalty.vice,authority.virtue,authority.vice,sanctity.virtue,sanctity.vice,num care.virtue,num care.vice,num fairness.virtue,num fairness.vice,num loyalty.virtue,num loyalty.vice,num authority.virtue,num authority.vice,num sanctity.virtue,num sanctity.vice,contains_care_virtue,contains_care_vice,contains_fairness_virtue,contains_fairness_vice,contains_sanctity_virtue,contains_sanctity_vice,contains_authority_virtue,contains_authority_vice,contains_loyalty_virtue,contains_loyalty_vice,no moral foundation words,final output,final input,RA final input,RA final output,CA final input,CA final output
177,Michael Buerk : should it disqualify Michael Gove in this case from the highest office,it should/shouldn't disqualify Michael Gove in this case from the highest office,433573,nodeset15925,0,0,0,0,0,0,Michael,"['michael', 'buerk', 'should', 'it', 'disqualify', 'michael', 'gove', 'in', 'this', 'case', 'from', 'the', 'high', 'office']",14,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
178,Edwina Currie : Well it’s going to be very interesting to see how the Conservative Party membership – of which I’m one – are going to react to this,Well it’s going to be very interesting to see how the Conservative Party membership – of which I’m one – are going to react to this,433579,nodeset15925,0,0,0,0,0,0,Edwina,"['edwina', 'currie', 'well', 'it', '’', 's', 'go', 'to', 'be', 'very', 'interesting', 'to', 'see', 'how', 'the', 'conservative', 'party', 'membership', '–', 'of', 'which', 'I', '’', 'm', 'one', '–', 'be', 'go', 'to', 'react', 'to', 'this']",32,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
179,"Edwina Currie : My guess is that many of us will say, you know, it’s just wrong to take drugs","Edwina Currie's guess is that many of us will say, you know, it’s just wrong to take drugs",433586,nodeset15925,0,0,0,0,0,0,Edwina,"['edwina', 'currie', 'my', 'guess', 'be', 'that', 'many', 'of', 'we', 'will', 'say', 'you', 'know', 'it', '’', 'just', 'wrong', 'to', 'take', 'drug']",20,,,,,,,,,,drug,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
180,"Edwina Currie : Never mind whether it’s legal or not, it’s wrong to take drugs","Never mind whether it’s legal or not, it’s wrong to take drugs",433591,nodeset15925,0,1,0,1,0,0,Edwina,"['edwina', 'currie', 'never', 'mind', 'whether', 'it', '’', 'legal', 'or', 'not', 'it', '’', 'wrong', 'to', 'take', 'drug']",16,,,,,,,,,,drug,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
181,"Edwina Currie : It’s wrong to…particularly to do it more than once, you could do it possibly","It’s wrong to…particularly to do it more than once, you could do it possibly",433598,nodeset15925,0,1,0,1,0,1,Edwina,"['edwina', 'currie', 'it', '’', 'wrong', 'to', '…', 'particularly', 'to', 'do', 'it', 'more', 'than', 'once', 'you', 'could', 'do', 'it', 'possibly']",19,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
182,"Edwina Currie : I mean, youthful indiscretion, just try it once maybe, that would be forgivable but to take it repeatedly and indeed to have it available in your flat when there’s a party going on just does not seem to be at all the kind of behaviour that we want to see","I mean, youthful indiscretion, just try it once maybe, that would be forgivable but to take it repeatedly and indeed to have it available in your flat when there’s a party going on just does not seem to be at all the kind of behaviour that we want to see",433605,nodeset15925,0,1,0,1,0,1,Edwina,"['edwina', 'currie', 'I', 'mean', 'youthful', 'indiscretion', 'just', 'try', 'it', 'once', 'maybe', 'that', 'would', 'be', 'forgivable', 'but', 'to', 'take', 'it', 'repeatedly', 'and', 'indeed', 'to', 'have', 'it', 'available', 'in', 'your', 'flat', 'when', 'there', '’', 'a', 'party', 'go', 'on', 'just', 'do', 'not', 'seem', 'to', 'be', 'at', 'all', 'the', 'kind', 'of', 'behaviour', 'that', 'we', 'want', 'to', 'see']",53,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
183,Edwina Currie : Even it happened 20 years ago,Even it happened 20 years ago,433612,nodeset15925,0,1,0,0,0,1,Edwina,"['edwina', 'currie', 'even', 'it', 'happen', 'year', 'ago']",7,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0
184,Edwina Currie : The hypocrisy issue is slightly different,The hypocrisy issue is slightly different,433619,nodeset15925,0,1,0,1,0,0,Edwina,"['edwina', 'currie', 'the', 'hypocrisy', 'issue', 'be', 'slightly', 'different']",8,,,,hypocrisy,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0
185,"Edwina Currie : I mean, it was Disraeli, 1845, who said that the Conservative Party is an organised hypocrisy","I mean, it was Disraeli, 1845, who said that the Conservative Party is an organised hypocrisy",433623,nodeset15925,0,1,0,0,0,1,Edwina,"['edwina', 'currie', 'I', 'mean', 'it', 'be', 'disraeli', 'who', 'say', 'that', 'the', 'conservative', 'party', 'be', 'an', 'organised', 'hypocrisy']",17,,,,hypocrisy,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0
186,"Edwina Currie : bless him, he then went on to continue to lead it and to be involved with it for another 30/40 years","bless him, he then went on to continue to lead it and to be involved with it for another 30/40 years",433630,nodeset15925,0,0,0,0,0,0,Edwina,"['edwina', 'currie', 'bless', 'he', 'he', 'then', 'go', 'on', 'to', 'continue', 'to', 'lead', 'it', 'and', 'to', 'be', 'involve', 'with', 'it', 'for', 'another', '30/40', 'year']",23,,,,,,,,,bless,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
187,"Edwina Currie : you know, who was the hypocrite there","you know, who was the hypocrite there",433634,nodeset15925,0,0,0,0,0,0,Edwina,"['edwina', 'currie', 'you', 'know', 'who', 'be', 'the', 'hypocrite', 'there']",9,,,,hypocrite,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
188,"Edwina Currie : I sometimes feel that, you know, people think we’re terribly wrong to take drugs, people getting absolutely frightful","Edwina Currie sometimes feels that, you know, people think we’re terribly wrong to take drugs, people getting absolutely frightful",433638,nodeset15925,0,0,0,0,0,0,Edwina,"['edwina', 'currie', 'I', 'sometimes', 'feel', 'that', 'you', 'know', 'people', 'think', 'we', '’', 're', 'terribly', 'wrong', 'to', 'take', 'drug', 'people', 'get', 'absolutely', 'frightful']",22,,,,,,,,,,drug,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
189,"Edwina Currie : My dear, isn’t this a jolly good clare","My dear, isn’t this a jolly good clare",433642,nodeset15925,0,0,0,0,0,0,Edwina,"['edwina', 'currie', 'my', 'dear', 'be', 'not', 'this', 'a', 'jolly', 'good', 'clare']",11,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
190,Edwina Currie : It’s not the drug taking itself so much I think that…it’s also that…these drugs are illegal and they cause such grief and they are so damaging,It’s not the drug taking itself so much I think that…it’s also that…these drugs are illegal and they cause such grief and they are so damaging,433646,nodeset15925,0,0,0,0,0,0,Edwina,"['edwina', 'currie', 'it', '’', 'not', 'the', 'drug', 'take', 'itself', 'so', 'much', 'I', 'think', 'that', '…', 'it', '’', 'also', 'that', '…', 'these', 'drug', 'be', 'illegal', 'and', 'they', 'cause', 'such', 'grief', 'and', 'they', 'be', 'so', 'damaging']",34,,damaging,,,,,,illegal,,drug,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
191,"Tim Stanley : Mrs Currie, you articulated that in terms of what Tory members would think","Mrs Currie, you articulated that in terms of what Tory members would think",433650,nodeset15925,0,0,0,0,0,0,Tim,"['tim', 'stanley', 'mrs', 'currie', 'you', 'articulate', 'that', 'in', 'term', 'of', 'what', 'tory', 'member', 'would', 'think']",15,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
192,Tim Stanley : What do you think about the drug taking,Mrs Currie thinks xxx about the drug taking,433654,nodeset15925,0,0,0,0,0,0,Tim,"['tim', 'stanley', 'what', 'do', 'you', 'think', 'about', 'the', 'drug', 'take']",10,,,,,,,,,,drug,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
193,Edwina Currie : I don’t think he should ever have touched the stuff,Edwina Currie doesn’t think Michael Gove should ever have touched the stuff,433659,nodeset15925,0,1,0,1,0,0,Edwina,"['edwina', 'currie', 'I', 'do', 'not', 'think', 'he', 'should', 'ever', 'have', 'touch', 'the', 'stuff']",13,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
194,"Edwina Currie : I think he was grown up enough to and mature enough to have said, not in my flat","Edwina Currie thinks Michael Gove was grown up enough to and mature enough to have said, not in my flat",433666,nodeset15925,0,1,0,1,0,1,Edwina,"['edwina', 'currie', 'I', 'think', 'he', 'be', 'grow', 'up', 'enough', 'to', 'and', 'mature', 'enough', 'to', 'have', 'say', 'not', 'in', 'my', 'flat']",20,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
195,"Edwina Currie : Anybody brings any funny substances out here, go do it somewhere else","Edwina Currie thinks Michael Gove was grown up enough and mature enough to have said anybody brings any funny substances out here, go do it somewhere else",433673,nodeset15925,0,1,0,0,0,1,Edwina,"['edwina', 'currie', 'anybody', 'bring', 'any', 'funny', 'substance', 'out', 'here', 'go', 'do', 'it', 'somewhere', 'else']",14,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0
196,Tim Stanley : is that because it’s wrong or because it might affect his political career,is that because it’s wrong or because it might affect Gove's political career,433677,nodeset15925,0,0,0,0,0,0,Tim,"['tim', 'stanley', 'be', 'that', 'because', 'it', '’', 'wrong', 'or', 'because', 'it', 'might', 'affect', 'his', 'political', 'career']",16,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
197,Edwina Currie : it’s wrong because it affects your judgement,Drug use is wrong because it affects your judgement,433681,nodeset15925,0,1,0,1,0,0,Edwina,"['edwina', 'currie', 'it', '’', 'wrong', 'because', 'it', 'affect', 'your', 'judgement']",10,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
198,Edwina Currie : It affects your brain,Drug use affects your brain,433688,nodeset15925,0,1,0,0,0,1,Edwina,"['edwina', 'currie', 'it', 'affect', 'your', 'brain']",6,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0
199,Edwina Currie : That’s the whole idea,That’s the whole idea,433695,nodeset15925,0,0,0,0,0,0,Edwina,"['edwina', 'currie', 'that', '’', 'the', 'whole', 'idea']",7,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
200,Edwina Currie : We just heard it from Paul,We just heard it from Paul,433699,nodeset15925,0,0,0,0,0,0,Edwina,"['edwina', 'currie', 'we', 'just', 'hear', 'it', 'from', 'paul']",8,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
201,"Edwina Currie : I don’t know what he was on, but it was rather exciting","Edwina Currie doesn’t know what he was on, but it was rather exciting",433703,nodeset15925,0,0,0,0,0,0,Edwina,"['edwina', 'currie', 'I', 'do', 'not', 'know', 'what', 'he', 'be', 'on', 'but', 'it', 'be', 'rather', 'exciting']",15,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
202,Tim Stanley : it seems to me sometimes politics is reduced to a game of cat and mouse,it seems to me sometimes politics is reduced to a game of cat and mouse,433708,nodeset15925,0,0,0,0,0,0,Tim,"['tim', 'stanley', 'it', 'seem', 'to', 'I', 'sometimes', 'politics', 'be', 'reduce', 'to', 'a', 'game', 'of', 'cat', 'and', 'mouse']",17,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
203,"Tim Stanley : I just want to make it absolutely clear, you’re saying the drug taking itself is bad","Tim Stanley just wants to make it absolutely clear, Edwina Currie is saying the drug taking itself is bad",433712,nodeset15925,0,0,0,0,0,0,Tim,"['tim', 'stanley', 'I', 'just', 'want', 'to', 'make', 'it', 'absolutely', 'clear', 'you', '’', 're', 'say', 'the', 'drug', 'take', 'itself', 'be', 'bad']",20,,,,,,,,,,drug,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
204,"Tim Stanley : It’s not just because…it’s bad because it affects your judgement politically, but it’s bad in an and of itself","It’s not just because…it’s bad because it affects your judgement politically, but it’s bad in an and of itself",433717,nodeset15925,0,1,0,1,0,0,Tim,"['tim', 'stanley', 'it', '’', 'not', 'just', 'because', '…', 'it', '’', 'bad', 'because', 'it', 'affect', 'your', 'judgement', 'politically', 'but', 'it', '’', 'bad', 'in', 'an', 'and', 'of', 'itself']",26,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0
205,Edwina Currie : It’s bad for you,It’s bad for you,433721,nodeset15925,0,1,0,1,0,1,Edwina,"['edwina', 'currie', 'it', '’', 'bad', 'for', 'you']",7,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
206,Edwina Currie : we shouldn’t encourage it,we shouldn’t encourage it,433730,nodeset15925,0,1,0,0,0,1,Edwina,"['edwina', 'currie', 'we', 'should', 'not', 'encourage', 'it']",7,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0
207,Edwina Currie : we shouldn’t condone it,we shouldn’t condone it,433738,nodeset15925,0,1,0,0,0,1,Edwina,"['edwina', 'currie', 'we', 'should', 'not', 'condone', 'it']",7,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0
208,"Edwina Currie : Whether that will rule him out on other terms, I’d like to come to in a minute","Whether that will rule him out on other terms, I’d like to come to in a minute",433745,nodeset15925,0,0,0,0,0,0,Edwina,"['edwina', 'currie', 'whether', 'that', 'will', 'rule', 'he', 'out', 'on', 'other', 'term', 'I', '’', 'd', 'like', 'to', 'come', 'to', 'in', 'a', 'minute']",21,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
209,Edwina Currie : it’s wrong to break the law,it’s wrong to break the law,433750,nodeset15925,0,0,0,0,0,0,Edwina,"['edwina', 'currie', 'it', '’', 'wrong', 'to', 'break', 'the', 'law']",9,,,law,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210,Edwina Currie : We haven’t heard the words ‘right’ and ‘wrong’ yet,We haven’t heard the words ‘right’ and ‘wrong’ yet,433755,nodeset15925,0,0,0,0,0,0,Edwina,"['edwina', 'currie', 'we', 'have', 'not', 'hear', 'the', 'word', 'right', 'and', 'wrong', 'yet']",12,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
211,Edwina Currie : it is perfectly right to campaign for changes in the law,it is perfectly right to campaign for changes in the law,433760,nodeset15925,0,1,0,0,0,1,Edwina,"['edwina', 'currie', 'it', 'be', 'perfectly', 'right', 'to', 'campaign', 'for', 'change', 'in', 'the', 'law']",13,,,law,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0
212,Edwina Currie : that perhaps is what somebody like Paul ought to be doing,that perhaps is what somebody like Paul ought to be doing,433764,nodeset15925,0,1,0,1,0,0,Edwina,"['edwina', 'currie', 'that', 'perhaps', 'be', 'what', 'somebody', 'like', 'paul', 'ought', 'to', 'be', 'do']",13,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0
213,Tim Stanley : does this absolute sense of right and wrong also apply to adultery,this absolute sense of right and wrong does/doesn't also apply to adultery,433771,nodeset15925,0,0,0,0,0,0,Tim,"['tim', 'stanley', 'do', 'this', 'absolute', 'sense', 'of', 'right', 'and', 'wrong', 'also', 'apply', 'to', 'adultery']",14,,,,,,,,,,adultery,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
214,Edwina Currie : Probably,Probably,433776,nodeset15925,0,0,0,0,0,0,Edwina,"['edwina', 'currie', 'probably']",3,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
215,"Edwina Currie : we don’t take the same, sort of, view when we do it","we don’t take the same, sort of, view when we do it",433783,nodeset15925,0,1,0,1,0,0,Edwina,"['edwina', 'currie', 'we', 'do', 'not', 'take', 'the', 'same', 'sort', 'of', 'view', 'when', 'we', 'do', 'it']",15,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0
216,Edwina Currie : There are all sorts of other reasons for doing it,There are all sorts of other reasons for doing it,433787,nodeset15925,0,1,0,0,0,1,Edwina,"['edwina', 'currie', 'there', 'be', 'all', 'sort', 'of', 'other', 'reason', 'for', 'do', 'it']",12,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0
217,Edwina Currie : Ask the millions and millions of people listening to this programme right now,Ask the millions and millions of people listening to this programme right now,433793,nodeset15925,0,0,0,0,0,0,Edwina,"['edwina', 'currie', 'ask', 'the', 'million', 'and', 'million', 'of', 'people', 'listen', 'to', 'this', 'programme', 'right', 'now']",15,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
218,Tim Stanley : Right,Right,430207,nodeset15925,0,0,0,0,0,0,Tim,"['tim', 'stanley', 'right']",3,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
219,Tim Stanley : it is reported that you had a relationship with Sir John Major when you were both married,it is reported that you had a relationship with Sir John Major when you were both married,433804,nodeset15925,0,0,0,0,0,0,Tim,"['tim', 'stanley', 'it', 'be', 'report', 'that', 'you', 'have', 'a', 'relationship', 'with', 'sir', 'john', 'major', 'when', 'you', 'be', 'both', 'married']",19,,,,,,,,,married,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
220,Tim Stanley : This obviously involved causing harm to others,This obviously involved causing harm to others,433809,nodeset15925,0,0,0,0,0,0,Tim,"['tim', 'stanley', 'this', 'obviously', 'involve', 'cause', 'harm', 'to', 'other']",9,,harm,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221,"Edwina Currie : It doesn’t actually do you any physical damage, I may tell you","It doesn’t actually do you any physical damage, I may tell you",433813,nodeset15925,0,0,0,0,0,0,Edwina,"['edwina', 'currie', 'it', 'do', 'not', 'actually', 'do', 'you', 'any', 'physical', 'damage', 'I', 'may', 'tell', 'you']",15,,damage,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
222,"Tim Stanley : I wanted…you see, I’m trying to get at the heart of what it is that Michael Gove…that did…was wrong","Tim Stanley wanted…you see, I’m trying to get at the heart of what it is that Michael Gove…that did…was wrong",433818,nodeset15925,0,0,0,0,0,0,Tim,"['tim', 'stanley', 'I', 'want', '…', 'you', 'see', 'I', '’', 'm', 'try', 'to', 'get', 'at', 'the', 'heart', 'of', 'what', 'it', 'be', 'that', 'michael', 'gove', '…', 'that', 'do', '…', 'be', 'wrong']",29,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
223,Tim Stanley : It is not necessarily wrong to get out of your mind as Paul described it,It is not necessarily wrong to get out of your mind as Paul described it,433822,nodeset15925,0,0,0,0,0,0,Tim,"['tim', 'stanley', 'it', 'be', 'not', 'necessarily', 'wrong', 'to', 'get', 'out', 'of', 'your', 'mind', 'as', 'paul', 'describe', 'it']",17,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
224,Tim Stanley : That’s not necessarily a bad thing,That’s not necessarily a bad thing,433826,nodeset15925,0,0,0,0,0,0,Tim,"['tim', 'stanley', 'that', '’', 'not', 'necessarily', 'a', 'bad', 'thing']",9,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
225,"Tim Stanley : It’s the fact that because it’s illegal, it’s part of a chain of harm","It’s the fact that because it’s illegal, it’s part of a chain of harm",433830,nodeset15925,0,0,0,0,0,0,Tim,"['tim', 'stanley', 'it', '’', 'the', 'fact', 'that', 'because', 'it', '’', 'illegal', 'it', '’', 'part', 'of', 'a', 'chain', 'of', 'harm']",19,,harm,,,,,,illegal,,,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
226,Tim Stanley : isn’t that the real issue,that is the real issue,433834,nodeset15925,1,0,1,0,0,0,Tim,"['tim', 'stanley', 'be', 'not', 'that', 'the', 'real', 'issue']",8,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0
227,"Tim Stanley : That somewhere down that chain of harm, someone is getting hurt","That somewhere down that chain of harm, someone is getting hurt",433838,nodeset15925,0,0,0,0,0,0,Tim,"['tim', 'stanley', 'that', 'somewhere', 'down', 'that', 'chain', 'of', 'harm', 'someone', 'be', 'getting', 'hurt']",13,,"harm,hurt",,,,,,,,,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
228,Edwina Currie : It’s not real issue,It’s not real issue,433842,nodeset15925,0,1,0,1,1,0,Edwina,"['edwina', 'currie', 'it', '’', 'not', 'real', 'issue']",7,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
229,Edwina Currie : It’s one of the issues,It’s one of the issues,433849,nodeset15925,0,0,0,0,0,1,Edwina,"['edwina', 'currie', 'it', '’', 'one', 'of', 'the', 'issue']",8,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
230,Edwina Currie : It’s one of the issues that has to be considered,It’s one of the issues that has to be considered,433856,nodeset15925,0,0,0,0,0,0,Edwina,"['edwina', 'currie', 'it', '’', 'one', 'of', 'the', 'issue', 'that', 'have', 'to', 'be', 'consider']",13,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
231,"Edwina Currie : If you think of people drinking too much, for example, or smoking, it’s not that there’s a chain of harm in the provision of it","If Tim Stanley thinks of people drinking too much, for example, or smoking, it’s not that there’s a chain of harm in the provision of it",433863,nodeset15925,0,0,0,0,0,0,Edwina,"['edwina', 'currie', 'if', 'you', 'think', 'of', 'people', 'drink', 'too', 'much', 'for', 'example', 'or', 'smoke', 'it', '’', 'not', 'that', 'there', '’', 'a', 'chain', 'of', 'harm', 'in', 'the', 'provision', 'of', 'it']",29,,harm,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
232,Edwina Currie : These commodities are perfectly legal,These commodities are perfectly legal,433867,nodeset15925,0,0,0,0,0,0,Edwina,"['edwina', 'currie', 'these', 'commodity', 'be', 'perfectly', 'legal']",7,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
233,Edwina Currie : It’s the damage that you do to yourself and particularly that you do to your health which then at some future point almost certainly is going to require some serious treatment,It’s the damage that you do to yourself and particularly that you do to your health which then at some future point almost certainly is going to require some serious treatment,433871,nodeset15925,0,0,0,0,0,0,Edwina,"['edwina', 'currie', 'it', '’', 'the', 'damage', 'that', 'you', 'do', 'to', 'yourself', 'and', 'particularly', 'that', 'you', 'do', 'to', 'your', 'health', 'which', 'then', 'at', 'some', 'future', 'point', 'almost', 'certainly', 'be', 'go', 'to', 'require', 'some', 'serious', 'treatment']",34,health,damage,,,,,,,,,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
234,"Edwina Currie : That I think is one of the issues associated…particularly with the much harder drugs, the cannabis, the heroin, the…some of the stuff that people knock themselves out with","That Edwina Currie thinks is one of the issues associated…particularly with the much harder drugs, the cannabis, the heroin, the…some of the stuff that people knock themselves out with",433875,nodeset15925,0,0,0,0,0,0,Edwina,"['edwina', 'currie', 'that', 'I', 'think', 'be', 'one', 'of', 'the', 'issue', 'associate', '…', 'particularly', 'with', 'the', 'much', 'hard', 'drug', 'the', 'cannabis', 'the', 'heroin', 'the', '…', 'some', 'of', 'the', 'stuff', 'that', 'people', 'knock', 'themselves', 'out', 'with']",34,,,,,,,,,,drug,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
235,"Edwina Currie : Gove should have been strong enough to say, I’m not doing this","Gove should have been strong enough to say, I’m not doing this",433879,nodeset15925,0,0,0,0,0,0,Edwina,"['edwina', 'currie', 'gove', 'should', 'have', 'be', 'strong', 'enough', 'to', 'say', 'I', '’', 'm', 'not', 'do', 'this']",16,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
236,Edwina Currie : This is not the world I wish to be in,This is not the world I wish to be in,433883,nodeset15925,0,0,0,0,0,0,Edwina,"['edwina', 'currie', 'this', 'be', 'not', 'the', 'world', 'I', 'wish', 'to', 'be', 'in']",12,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
237,"Edwina Currie : whoever you are and whatever you think you’re up to in my flat, you’re not going to be doing cocaine","whoever you are and whatever you think you’re up to in my flat, you’re not going to be doing cocaine",433887,nodeset15925,0,0,0,0,0,0,Edwina,"['edwina', 'currie', 'whoever', 'you', 'be', 'and', 'whatever', 'you', 'think', 'you', '’', 're', 'up', 'to', 'in', 'my', 'flat', 'you', '’', 're', 'not', 'go', 'to', 'be', 'do', 'cocaine']",26,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
